Comment,Author
taipoo=GarySu1104,celtics1997
=eduishappy=qa12345,celtics1997
https://i.imgur.com/DrIoUSl.png,celtics1997
柵欄壞了,Friend5566
美國名校也有些院所是用來社交用的,LEDG
國發所的功能就是如此,LEDG
你誰?,mark0204
你很重要 你說廢所就廢?,LincolnBoy
你以為現在才這樣？,xhakiboo
國發所也不是沒有能看的老師 以前修過國發所老師開的,amport625
朝鮮史 老師是東京大學畢業的,amport625
不過這跟中山大學那幾個被政治人物搞臭的所一樣 會有這,amport625
樣的想法也是挺正常的,amport625
支持廢所啦,billsmind
我看看我的2有沒有壞,lobabun
喔,FTICR
有道理欸 我支持你 快去寫校務建言 看看會有多少人響應,jzoethai
前身三民主義研究所你敢嘴 我大中華民國憲法第一條耶,abacada
廢所後那些不讀書的政治系要去哪,cospunch
去叫你最愛的管中閔廢除國發所啊 再慢就來不及囉,AllenHuang
就現地改建成核融合實驗場啊，能源也是國家發財的一環,gruenherz
。,gruenherz
有幾個id很急,amport625
國父遺教研究所豈容你說廢就廢,meigenuine
廢物沒地方去，很不方便,xiao60617
據說國發所廢所是整個社科院的共同願望,kkooptt2
社會科學算不算科學也該拿出來討論討論,gruenherz
三個字 干你屁事,neroASHS
中肯，這個所確實沒什麼存在的必要,SoilChemist
EMBA也是給眾所周知有錢人洗學歷的糞所啊 更應該廢,wen201989
吳寶春只有國中文憑卻可以混到新加坡EMBA學位,wen201989
每次看到名片寫EMBA的都在心裡鄙視乾咳三聲再說,wen201989
EMBA至少貢獻很多學費和資源啊 國發貢獻了啥,nangaluchen
頒過的榮譽博士要不要也請包通抽抽看？,gruenherz
大家都知道讀國發所的是什麼貨色,kmchao33
國發所跟EMBA 確實是繳錢換學位 論文寫的爛無所謂,Kevintsaitsa
問題是用抄的說不過去吧,Kevintsaitsa
拿錢換學位叫貢獻? 把大學當量販店膩? 兩個都糞所無誤!,wen201989
抄論文只是更令人鄙視 沒抄也不會比較令人尊敬,wen201989
EMBA只是現在沒人挖而已 這素質我才不相信沒有...,wen201989
上面有人很急,CHRyan0127
個人認為EMBA上下限很高啊，其中不乏學霸，但下限我就不,wwwh0225
好說了,wwwh0225
產學合作 懂？,micbrimac
EMBA有什麼好上限的 上限是看家裡的錢錢嗎XDD,micbrimac
糞所無誤 台大學店仔還護航喔,surferblue
還以為是現金，加那麼多保險才2千萬 太弱了吧 要炫富的,KungFury
話強一點,KungFury
https://i.imgur.com/J9n7j0U.jpg 給你看看啊,KungFury
早見大法天下第一,mayolane
貓貓可愛,cuteSquirrel
歐派,thenolet
貓派 敗犬還是下去吧,YukinoWin
貓狗都愛爆！吸爆！,doremi123
鼠派,maozz
貓派，附上男八盆栽舊照緬懷一下http://i.imgur.com/a5,NTUGinger
oCkqQ.jpg,NTUGinger
http://i.imgur.com/0y8lf9i.jpg,NTUGinger
crime pie,jharden13
*cream,jharden13
小孩才做選擇,aqeghkmb
盆栽 QQ 希望牠是被好人家帶走,marsonele
\貓咪/,ShaEric63ck
貓派最高,Pygarnet11
喵,sealcanada
貓,littlecckk
雖然養貓但是狗派,innightmare
看到貓派狗派第一個想到的不是貓跟狗的我是否搞錯了什麼,NTUmaki
看女友什麼派,ted21019
歐派,swyoung
狗派啦 乾,billionfun
https://i.imgur.com/tY7kdK0.jpg,billionfun
雪乃我婆,cwh0105
貓,ckhshooligan
小吉派,installbtien
蘋果派吧，看看學校多少人用蘋果,LYC83
貓,karmel
歐派笑死,jack91303
貓,isoBlue
梨子派,abulala
豬派,yuyu4092
有貓選貓,prmotolprlin
err,waaesy
貓 雖然狗也很可愛 但還是貓,crimson11
樓下鹿希派,karmel
樓下蘋果派,cuteSquirrel
貓,taylor0607
我再説一次 雪乃貓派大勝利或者彩加獨贏,daye87
下一篇 台大生喜不喜歡歐派,jzoethai
貓,Xperia
喵喵喵,cuteemo
貓,WWWucy
美國派,dannyko
喵喵&gt;&lt;,izual
狗派狗派,a5817439
貓貓！！！！,timchen0111
怎麼可能不去,Nexvesk
傳染給教授就都不用去惹,BaGaJone
在教授面前咳嗽試試,cwh0105
周末要咪了 怕,XperiaZ
教授們立刻學怎麼用Skype,eddy13
還好喇 就是多待幾年 部用去,mHRUed
趕進度的時候有假也不敢放好嗎,wayne121212
就放假啊....反正延畢2.3年小事,thpss90105
開學延後，但計劃死線可沒延後,procaryote
教授馬上展現教學熱忱,kangapoo
延畢能解決的都不是問題,kevina10303
研究生應該就是跟教授討論怎麼辦吧ˊ_&gt;ˋ 不然怎麼辦~,ph861403
研究生跟教授討論好就好了 更自由吧,Curvacks
問你老闆啊 研究生了總不會連這個都不敢問吧,foget
可以 延畢就好 你賺兩週 教授賺一學期 我準,douge
問我們幹嘛直接問Boss啊,maierwen
教授：沒實驗非必要可以work at home. 重點是想畢業誰敢,fengian
不來,fengian
老闆：待在實驗室自主隔離不好嗎,echoo
研究蛤蜊,wayne30613
研究生就是奴隸，想放假就延畢啊,jeff40108
誰跟你延畢沒關係,NGB
你要是真的中標要隔離，你也可以視訊咪挺給教授電,RaventheCrow
誰敢不去,Erlkonig
一堆教授嘴巴上說一套實際做一套,Erlkonig
唉…我就要每天去學校…假日也是…,Glamsight
過氣Vsㄅ務正業,frommr
4,gaym19
業配滾啦幹,ohrring
爛網紅葉配,Blue6
所以考上台大當立委買房子可以很優惠欸,longlydreami
萊豬立委,ComeThrough
臭死了，大媽還在賣姿色，4%仔最愛,nidhogg
已變成萊豬黨意立委,deann
甲魚怎麼黑了！,superob
XD,userpeter
文組內鬥 好無聊,xvited945
萊瑜...,cisyong
所以你也覺得她有姿色？不然哪來可以賣？,brava0622
要拿老婆嗆回去啊,kaodio
還是聽黨的話乖乖當萊豬投票部隊,ngt047
無聊的組合,pchunters
自己心裡想什麼不要暴露出來,brava0622
如果今天是一個建中台大立委上節目,brava0622
你還會這麼生氣嗎？,brava0622
= =過氣,PPPGGG
瑜粉氣成這樣？可悲又可憐,nidhogg
重點也可以劃錯，大媽大媽大媽,nidhogg
看懂重點了嗎？嘉瑜粉,nidhogg
考上台大很屌???????? 住偏鄉 哪像台北資源多,cohone
建中會更生氣 因為考不上,hcwang1126
刻意的搞尬就不尬了,benomy
港湖區黨意立委,RisingTackle
黨意立委，裝可愛也沒用了,dido0208
幾歲了還在那邊在意學校？,barrybonds
她黨意立委？民進黨那群圖章垃圾怎麼辦,ajim36
說謊仔,ymib
考上台大還不是要順從黨意 考上台大還不是要吃萊豬 差在哪?,inmee
嘴巴上監督有屁用，投票一樣乖乖投票不是黨意立委喔,dido0208
就搞笑影片,kenro
柯媽媽：我兒子台大的捏,b777787
howhow自己白目 被嗆得好,kevinpc
法律系考不上律師 呵呵,petshopboys
萊豬黨意立委 下去,testutw
就兩個演技爛的演員，我看尷尬的是觀眾,pchunters
港湖萊豬假掰女…買不起房跟名牌 大家乖乖吃萊豬,cloudyoyo
不就一個節目嗎???大家在痠啥阿,smalltwo
考上台大最後還不就是萊豬立委,lawstone
汪中把一個互吐槽的梗寫成歧視,RV
老查某,Goodlife
葉配無聊,mij
連這種影片都可以搏新聞版面 浪費資源,sking
背骨蝙蝠仔老台女是在嗆三小！！妳要是選不上立委,kazamitaketo
、議員，不是比網紅還慘！！Fucking China！！,kazamitaketo
欸不是,buyala
https://i.imgur.com/p0yRc4S.jpg,kazamitaketo
萊豬黨意立委,ShallWe108
黨意胖虎,ES699AP
萊豬立委,whaleegg
萊豬立委,HowLeeHi
台大有很難考嗎？,StevoWu
台男：幹嘛台大很有名嗎？,zeonic
萊豬瑜,Rsew
標題殺人吧，看內文才知道昊昊先問她是不是考不上台大法,Mgthok68
研所，她查了昊昊學歷才回嘴的,Mgthok68
這是照腳本唸的啦 後面花絮有忘詞片段,goodhike
有台大學碩學歷 還不是橡皮圖章s之一zzz,james80351
記者很故意 那個單元就是故意這樣設計的啊,qwaszxcde
沒律師牌還洗112國發所 廢到笑,cychine
黨意代表別演了 以後沒你的戲了,jil
4,kixer2005
萊豬立委,nikewang
業配,JellyKing
國發所就是洗學歷用的啊 周芷萱 鄭文燦 都是國發所,nikewang
記得幾年前連開蟑聖母都能考上國發所在職班,nikewang
就只是影片製造效果 狗報挑起對立 中天被關不夠中視也想,Chia2323
被關？,Chia2323
三年前連吳崢那個退學生都能考上國發所在職班,nikewang
考不上台大沒關係，中山大碩士班收高職生,jim1122
我婆可愛77777777,Tenging
兩邊都業配,lucef
萊豬立委,hw0335matt
妳最喜歡的師傅考到陽明 重考才考上台大,gaddafi
節目效果被拿來當新聞當民眾都白癡嗎,Yuta659
先嗆人家考不上台大法研，被回嗆正常。,enso
他板推文刪一刪好不,ystaty17
萊委下去啦,philyellow
無聊 這就節目效果也可以變成新聞,online135
就節目效果 媒體有病嗎,ojo32
一堆媒體真的很愛亂下標題,jzoethai
中時,wsc891211
台大很難考？,smile12372
ㄏㄏ，萊豬立委,daniel08888
考不上台大還不如去唸科大 學一技之長,mmm87963
How尷尬正常,mirror0227
文組互啄,jjjjaa
在座酸的很多連台大門口的摸不到,ABuJiuHaoBun
無聊,jhct110
窩好窮 找房子中QQ,cwh0105
樓上可以兩個人合租這間,maozz
這是給1~2人住的吧XD,cwh0105
單身狗先Q,cwh0105
蠻漂亮的 但是真的有點貴,HayamaKami
https://www.instagram.com/snsdisco/,sbwy
13:00已經是開放台大同學領取餐盒的時間，再請同學幫忙,Luff543
，謝謝您們。,Luff543
需要在這邊排媽？還是直接前往,kingwilly71
樓下想幹嘛,a210510
出租女友,QBey
想跟孟孟做愛,kyoiori100
1200/H,akway
可以幫打報告上課抄筆記嗎？,CharleneTsai
5F手天使,dodoro1
男生又在物化女性,wonder007
看了圖片，太貴...120還差不多,KurakiMaki
收費合理啊，跟神經病相處久也會變神經病,milk7054
覺青可憐哪 還要花錢,mxr
一小時1200是有多專業？,StevoWu
自己物化自己？,kcclasaki
台大不意外,zzro
1200是JK的價格耶,KurakiMaki
一小時200還可以,wade6510
27歲萬年台女菸酒生,jackorz
1200我不行 我窮 消費不起XD,kt040
頂多一小時360吧,sion1993
27歲研究生 我 不行,EEzionT
完全想不到租了可以幹嘛,fluterway
1200可以去日本女僕店了，又專業又可愛,KurakiMaki
花這錢倒不如去買書或是買吃的,callwilliam
恩 又不是專業律師 還一小時1200,darkbrigher
吃藕,akoken
為何女的會覺得自己學歷高=有價值？,KurakiMaki
"家教也很難時薪$1,200吧",AllenHuang
有打砲嗎？,a29976137
本來還很期待 結果點進去看照片就......好普通,Mayinggo
送去工地 這樣還倒賺,tony15899
而且還是社工系...又不是啥高專業科系,KurakiMaki
還以為很正,i376ers
1200算是醫科等級的,a210510
對象是精神病的話，1200精神傷害補償還可以,milk7054
社工關懷一下魯蛇收費這樣合理,wonder007
我OK，你先租,scott0104
或是大學部分學科才能到的價格,a210510
畢竟看醫生，醫生還不見得給你罵，但花錢出租就是老大,milk7054
1000都可以請日本交換的大學生當家教陪聊天了...,KurakiMaki
理工科家教 可以到這個錢啊 但文組科系算了吧,rewisyoung
1200+不對勁差額,grandzxcv
27歲的社會所研究生,soulboy330
高中以下的科目 了不起7.800就算不錯了,a210510
實驗精神 酷耶 希望做下去,mastershot
這樣嫌貴？那抖內連面都見不到的是……,likeyousmile
想賺錢把自己打理好嫁醫生 妳這叫因小失大,obovqq
....所以某樓覺得社工系沒有專業嗎= =,bill0205
越想越不對勁,coffee112
看了照片 一小時80較合理,dkjirh
對不起 我問一下 誰家教會找念社工的當,Mayinggo
雖然我也 我OK 你先租 但跟社工系沒關係吧,bill0205
何謂專業？依照社會給你的薪資來定義啊,KurakiMaki
傳統有錢人家不喜歡女生搞這些有的沒的啦,obovqq
份作,hatephubbing
社工有他的專業 但找家教不會找社工的,a210510
有點貴，但是我認為會有市場拉，畢竟商品很少。,menshuei
不然工地搬磚扛水泥的也有自己專業的地方啊,KurakiMaki
但相較別行就是等同沒專頁一樣啊,KurakiMaki
家教要找也找化工的 至少物理化學數學都能包,Mayinggo
妳這1200賺 妳能賺多久 總共能賺多少 妳想過嗎 小孩子,obovqq
我去茶藝館找妹妹一節1200買滿3節可以聊天解悶喝酒舔奶,DAPAWWEN
吃鮑魚又比這個正一些,DAPAWWEN
他這個純感情服務我認為滿難做的，不同的客戶大概行前,menshuei
準備就要很久了。,menshuei
滿不錯的吧這概念,eddy12357
話說 情緒方面的問題 我找心理系的聊天 會不會更好呢,kt040
這時候就不是物化了,SeTeVen
又不是那種性服務，服務完全不同啊。,menshuei
感情服務也吃顏值的 就算不是漂亮也要給人感覺舒服,Mayinggo
出租跟賣身差在哪,Yousitdown
其實這次需要高度專業的工作 1200合理,bbs0840738
這才叫物化,kutkin
因為沒競爭啊 不然完全沒這個行情,movieghost
還是集資乳比較好 人正奶大又細心,a210510
不就call girl伴遊 還創新咧,swgun
有點像心理輔導 但1小時1200 對大部分人來說貴吧,memoryautumn
1200/s 算合理價格,armay
每次都要面對一個陌生的人 要讓他們內心感到舒服,bbs0840738
這價格我寧願去按摩,mxr
那你上班出租給老闆也是賣身？,wonder007
我認為大部分的人從事都做不好，畢竟你可能花很多時間,menshuei
準備，但客戶卻體會不到，變成兩敗俱傷。,menshuei
"很正會去下海, 腳開開不需要情緒, 鈔票滾滾來",bernon
是說願意這樣付1200的 我也很好奇是什麼人 嘻嘻,obovqq
我都不知道社工一小時可以賺到3500根本太唬爛了,LeoYuri
這篇真的一堆北七 台灣人果然還未開化 不值得好的,abc7360393
自我物化 厲害了,i376ers
光聽人吐苦水也是個苦差事，不過能靠這賺錢也了不起了,jeff0811
現在比較像的大概就心理諮詢，是有超過這個價格，但大,menshuei
我不行,super1314159
部分人心理有狀況也只是吃個藥而已，畢竟價格滿高的,menshuei
這何來物化?是肉體在時間軸上的等價交換,olaqe
還好吧 比酒店便宜啊,whathefuc
怎麼沒人出來說物化女性...？,iocal
會寫論文嗎,v21638245
好好經營自己身邊的人際關係吧....,kamisanma
不要跟我講社工有什麼專業，看分數就知道,flavorBZ
這種屬於內容服務本身的價格就不存在一個範圍。,menshuei
可以租來請他幫我寫報告嗎,qk3380888
不管怎樣 唸在妳有創意夠噱頭 我給100分,obovqq
這就伴遊阿,lavign
社工王林萬億一個月有30萬？,flavorBZ
這不就是伴遊傳播？,Ceferino
早知道就不點網址了,leona12
應該只有那種單身邊緣覺青才會點她台 XD,mxr
這就學之前日本男生的，台灣人抄襲的本性,MTBF
價格說隨喜耶 那如果不寫價格然後做S會被抓嗎?,super1314159
不能幹 那租來幹嘛？,poi96300
我們不愛錢 但是一小時收費1200 ？？？,Freeven
就是這樣才能做正常的諮詢服務,kpieola
JK伴遊 一小時1200差不多 女研都那麼老了,blue999
專業心理咨商都要2~3K/hr的，1.2K算學生價而已，另外有需要,fman
的人又能接受的人自然會買單，覺得貴的人就像覺得星巴克貴的,fman
人一樣，你們就不是受眾啊,fman
不能幹 搶劫喔,yan1979
換不同性別 1200 有人會想租？,xvhak
??,LeafLu
1200你肯定有更好的選擇 XD,littleliu
